policy_coverage_id,policy_id,coverage_code,coverage_name,coverage_status,limit_amount,deductible_amount,effective_date,expiration_date
COV004240,POL004340,BI,Bodily Injury,active,193423.82,2155.66,2025-09-03,2026-09-03
COV004241,POL004341,COMP,Comprehensive,active,441379.91,3161.56,2024-11-24,2025-11-24
COV004242,POL004342,MED,Medical Payments,active,437337.44,2461.51,2026-09-15,2027-09-15
COV004243,POL004343,BI,Bodily Injury,active,276064.16,4049.65,2026-08-03,2027-08-03
COV004244,POL004344,MED,Medical Payments,active,315189.15,3265.74,2023-08-06,2024-08-05
COV004245,POL004345,MED,Medical Payments,active,27820.5,3894.17,2026-07-13,2027-07-13
COV004246,POL004346,COLL,Collision,active,224184.54,4653.48,2024-01-13,2025-01-12
COV004247,POL004347,COMP,Comprehensive,active,194827.3,2714.8,2025-11-18,2026-11-18
COV004248,POL004348,BI,Bodily Injury,active,492945.51,4764.59,2025-06-07,2026-06-07
COV004249,POL004349,COLL,Collision,active,75043.57,2722.22,2023-10-28,2024-10-27
COV004250,POL004350,BI,Bodily Injury,active,37944.29,632.21,2026-03-02,2027-03-02
COV004251,POL004351,PD,Property Damage,active,221344.39,575.15,2025-02-24,2026-02-24
COV004252,POL004352,PD,Property Damage,active,28972.24,2250.57,2025-02-25,2026-02-25
COV004253,POL004353,COMP,Comprehensive,active,236659.58,3114.47,2025-05-09,2026-05-09
COV004254,POL004354,PD,Property Damage,active,217315.55,3316.44,2026-02-03,2027-02-03
COV004255,POL004355,PD,Property Damage,active,429980.25,4095.65,2024-07-28,2025-07-28
COV004256,POL004356,MED,Medical Payments,active,285212.7,1941.58,2024-01-28,2025-01-27
COV004257,POL004357,MED,Medical Payments,active,153265.33,4103.33,2025-06-06,2026-06-06
COV004258,POL004358,PD,Property Damage,active,86688.83,4528.46,2023-06-14,2024-06-13
COV004259,POL004359,MED,Medical Payments,active,276574.78,1238.27,2023-10-11,2024-10-10
COV004260,POL004360,COMP,Comprehensive,active,412604.85,4136.56,2024-03-24,2025-03-24
COV004261,POL004361,COMP,Comprehensive,active,141294.0,699.69,2026-08-24,2027-08-24
COV004262,POL004362,MED,Medical Payments,active,143964.87,2130.49,2023-02-25,2024-02-25
COV004263,POL004363,COLL,Collision,active,458982.7,2147.68,2025-04-10,2026-04-10
COV004264,POL004364,PD,Property Damage,active,179867.63,4071.01,2023-06-15,2024-06-14
COV004265,POL004365,BI,Bodily Injury,active,193312.15,682.93,2026-03-03,2027-03-03
COV004266,POL004366,COMP,Comprehensive,active,332343.3,359.28,2026-08-20,2027-08-20
COV004267,POL004367,BI,Bodily Injury,active,163282.14,1302.4,2026-02-06,2027-02-06
COV004268,POL004368,BI,Bodily Injury,active,391763.02,1060.69,2026-05-05,2027-05-05
COV004269,POL004369,MED,Medical Payments,active,46460.6,2381.24,2024-04-23,2025-04-23
COV004270,POL004370,COMP,Comprehensive,active,357654.88,2532.74,2024-11-06,2025-11-06
COV004271,POL004371,MED,Medical Payments,active,66698.87,768.33,2023-01-27,2024-01-27
COV004272,POL004372,PD,Property Damage,active,188825.5,1777.73,2023-05-18,2024-05-17
COV004273,POL004373,MED,Medical Payments,active,485803.1,4897.36,2026-01-10,2027-01-10
COV004274,POL004374,MED,Medical Payments,active,354874.49,2498.16,2023-04-01,2024-03-31
COV004275,POL004375,MED,Medical Payments,active,168101.94,4160.15,2024-06-02,2025-06-02
COV004276,POL004376,PD,Property Damage,active,239756.69,3145.6,2025-08-20,2026-08-20
COV004277,POL004377,MED,Medical Payments,active,97103.0,1062.56,2023-01-16,2024-01-16
COV004278,POL004378,COMP,Comprehensive,active,65815.94,4171.61,2025-12-11,2026-12-11
COV004279,POL004379,COLL,Collision,active,280680.98,1205.36,2024-09-06,2025-09-06
COV004280,POL004380,PD,Property Damage,active,136106.08,512.99,2023-01-15,2024-01-15
COV004281,POL004381,COMP,Comprehensive,active,189127.41,3367.22,2026-08-08,2027-08-08
COV004282,POL004382,COLL,Collision,active,391246.82,579.92,2023-12-06,2024-12-05
COV004283,POL004383,COMP,Comprehensive,active,187843.82,3605.86,2024-01-24,2025-01-23
COV004284,POL004384,BI,Bodily Injury,active,356509.0,981.13,2026-02-17,2027-02-17
COV004285,POL004385,PD,Property Damage,active,462091.83,2357.3,2025-08-07,2026-08-07
COV004286,POL004386,COLL,Collision,active,72169.41,2577.11,2024-04-30,2025-04-30
COV004287,POL004387,BI,Bodily Injury,active,41111.66,4112.06,2023-12-15,2024-12-14
COV004288,POL004388,MED,Medical Payments,active,46790.13,1885.76,2026-09-12,2027-09-12
COV004289,POL004389,COMP,Comprehensive,active,353202.3,2400.91,2024-12-11,2025-12-11
COV004290,POL004390,MED,Medical Payments,active,153658.37,2850.33,2025-10-10,2026-10-10
COV004291,POL004391,MED,Medical Payments,active,286400.27,1302.93,2026-04-18,2027-04-18
COV004292,POL004392,BI,Bodily Injury,active,68613.5,2675.69,2025-10-30,2026-10-30
COV004293,POL004393,COLL,Collision,active,286585.13,1971.8,2026-03-29,2027-03-29
COV004294,POL004394,BI,Bodily Injury,active,199962.46,3468.35,2024-05-30,2025-05-30
COV004295,POL004395,COLL,Collision,active,398356.57,349.52,2025-04-12,2026-04-12
COV004296,POL004396,COLL,Collision,active,36430.39,1872.43,2026-04-18,2027-04-18
COV004297,POL004397,COMP,Comprehensive,active,453457.15,4578.57,2023-12-27,2024-12-26
COV004298,POL004398,MED,Medical Payments,active,30131.05,2676.19,2024-03-04,2025-03-04
COV004299,POL004399,MED,Medical Payments,active,185000.72,298.61,2025-06-11,2026-06-11
COV004300,POL004400,MED,Medical Payments,active,57839.39,2622.64,2024-01-07,2025-01-06
COV004301,POL004401,PD,Property Damage,active,262034.33,1798.84,2026-08-31,2027-08-31
COV004302,POL004402,COLL,Collision,active,358916.05,4550.94,2024-08-19,2025-08-19
COV004303,POL004403,COLL,Collision,active,105858.78,3115.63,2026-03-22,2027-03-22
COV004304,POL004404,PD,Property Damage,active,436028.47,1017.87,2023-10-26,2024-10-25
COV004305,POL004405,BI,Bodily Injury,active,189188.27,2667.8,2023-03-06,2024-03-05
COV004306,POL004406,COMP,Comprehensive,active,434820.44,693.61,2024-03-06,2025-03-06
COV004307,POL004407,PD,Property Damage,active,175157.75,1512.28,2023-01-29,2024-01-29
COV004308,POL004408,COMP,Comprehensive,active,98072.48,539.75,2024-09-25,2025-09-25
COV004309,POL004409,COMP,Comprehensive,active,69326.71,1544.75,2023-07-07,2024-07-06
COV004310,POL004410,COMP,Comprehensive,active,489733.91,3631.18,2025-09-24,2026-09-24
COV004311,POL004411,PD,Property Damage,active,489865.74,459.95,2024-06-10,2025-06-10
COV004312,POL004412,PD,Property Damage,active,171168.85,4986.9,2023-03-22,2024-03-21
COV004313,POL004413,COLL,Collision,active,326766.06,3029.55,2026-01-01,2027-01-01
COV004314,POL004414,PD,Property Damage,active,237769.39,3897.67,2026-02-19,2027-02-19
COV004315,POL004415,PD,Property Damage,active,453640.39,4303.15,2025-10-25,2026-10-25
COV004316,POL004416,PD,Property Damage,active,417293.96,667.85,2024-04-26,2025-04-26
COV004317,POL004417,MED,Medical Payments,active,40943.48,4977.12,2023-10-26,2024-10-25
COV004318,POL004418,PD,Property Damage,active,340450.38,1304.57,2024-04-07,2025-04-07
COV004319,POL004419,MED,Medical Payments,active,42141.11,1556.12,2023-05-08,2024-05-07
COV004320,POL004420,MED,Medical Payments,active,459892.11,3888.38,2026-02-11,2027-02-11
COV004321,POL004421,COLL,Collision,active,421235.02,3138.56,2024-12-18,2025-12-18
COV004322,POL004422,PD,Property Damage,active,463164.8,4972.41,2023-10-20,2024-10-19
COV004323,POL004423,COLL,Collision,active,183765.19,4875.24,2025-11-17,2026-11-17
COV004324,POL004424,COMP,Comprehensive,active,443129.17,2278.14,2025-08-29,2026-08-29
COV004325,POL004425,COLL,Collision,active,137543.5,1151.16,2026-08-28,2027-08-28
COV004326,POL004426,COLL,Collision,active,59653.79,2409.13,2024-10-29,2025-10-29
COV004327,POL004427,PD,Property Damage,active,400913.84,2472.17,2024-04-12,2025-04-12
COV004328,POL004428,MED,Medical Payments,active,440363.24,3583.57,2023-10-22,2024-10-21
COV004329,POL004429,COLL,Collision,active,324344.92,4821.64,2026-08-10,2027-08-10
COV004330,POL004430,MED,Medical Payments,active,489653.56,1366.45,2026-01-08,2027-01-08
COV004331,POL004431,COMP,Comprehensive,active,224334.38,1997.87,2025-05-27,2026-05-27
COV004332,POL004432,COLL,Collision,active,381958.45,3854.47,2023-05-14,2024-05-13
COV004333,POL004433,COMP,Comprehensive,active,33260.25,895.79,2026-06-08,2027-06-08
COV004334,POL004434,BI,Bodily Injury,active,70175.09,899.67,2024-01-31,2025-01-30
COV004335,POL004435,BI,Bodily Injury,active,366931.75,2006.82,2023-06-07,2024-06-06
COV004336,POL004436,PD,Property Damage,active,213277.44,2726.78,2024-04-10,2025-04-10
COV004337,POL004437,PD,Property Damage,active,181383.74,558.77,2023-06-03,2024-06-02
COV004338,POL004438,BI,Bodily Injury,active,328018.6,1578.44,2025-12-12,2026-12-12
COV004339,POL004439,COMP,Comprehensive,active,336556.24,4848.27,2023-11-24,2024-11-23
COV004340,POL004440,PD,Property Damage,active,203276.1,2406.62,2026-01-23,2027-01-23
COV004341,POL004441,COMP,Comprehensive,active,231758.83,3479.64,2026-08-23,2027-08-23
COV004342,POL004442,PD,Property Damage,active,481764.65,4961.97,2025-01-04,2026-01-04
COV004343,POL004443,PD,Property Damage,active,109739.67,875.36,2026-07-15,2027-07-15
COV004344,POL004444,PD,Property Damage,active,286635.07,2365.66,2025-01-27,2026-01-27
COV004345,POL004445,PD,Property Damage,active,418300.07,4664.34,2023-01-13,2024-01-13
COV004346,POL004446,BI,Bodily Injury,active,112959.07,2599.42,2024-01-31,2025-01-30
COV004347,POL004447,PD,Property Damage,active,84630.3,395.01,2024-10-16,2025-10-16
COV004348,POL004448,COMP,Comprehensive,active,284969.82,294.46,2024-06-07,2025-06-07
COV004349,POL004449,BI,Bodily Injury,active,30725.69,1937.62,2024-04-26,2025-04-26
COV004350,POL004450,COMP,Comprehensive,active,162193.9,2117.79,2025-06-02,2026-06-02
COV004351,POL004451,PD,Property Damage,active,414692.46,2624.97,2024-03-13,2025-03-13
COV004352,POL004452,MED,Medical Payments,active,425676.57,2626.23,2023-09-11,2024-09-10
COV004353,POL004453,COLL,Collision,active,97925.16,1086.87,2025-08-19,2026-08-19
COV004354,POL004454,PD,Property Damage,active,118763.59,2471.4,2025-01-28,2026-01-28
COV004355,POL004455,PD,Property Damage,active,349442.49,1511.65,2023-06-06,2024-06-05
COV004356,POL004456,MED,Medical Payments,active,401552.77,1501.25,2023-04-11,2024-04-10
COV004357,POL004457,PD,Property Damage,active,477750.98,2572.71,2026-08-29,2027-08-29
COV004358,POL004458,COLL,Collision,active,457123.15,942.26,2026-08-13,2027-08-13
COV004359,POL004459,MED,Medical Payments,active,413664.3,1848.26,2025-11-10,2026-11-10
COV004360,POL004460,COMP,Comprehensive,active,296354.48,1709.86,2026-01-22,2027-01-22
COV004361,POL004461,MED,Medical Payments,active,161918.82,1023.13,2025-11-29,2026-11-29
COV004362,POL004462,COLL,Collision,active,190941.92,2088.8,2026-02-23,2027-02-23
COV004363,POL004463,COMP,Comprehensive,active,307798.09,2588.67,2026-04-29,2027-04-29
COV004364,POL004464,MED,Medical Payments,active,143879.24,755.21,2023-04-16,2024-04-15
COV004365,POL004465,PD,Property Damage,active,469710.72,264.69,2026-09-05,2027-09-05
COV004366,POL004466,COLL,Collision,active,69303.17,2254.03,2024-07-13,2025-07-13
COV004367,POL004467,PD,Property Damage,active,184494.43,3138.91,2026-03-27,2027-03-27
COV004368,POL004468,BI,Bodily Injury,active,212276.21,1261.69,2026-08-04,2027-08-04
COV004369,POL004469,BI,Bodily Injury,active,264827.61,3439.47,2026-01-12,2027-01-12
COV004370,POL004470,COMP,Comprehensive,active,378618.86,4062.55,2026-05-27,2027-05-27
COV004371,POL004471,COMP,Comprehensive,active,422003.71,4412.09,2025-11-09,2026-11-09
COV004372,POL004472,COMP,Comprehensive,active,300774.88,4258.37,2024-05-19,2025-05-19
COV004373,POL004473,COLL,Collision,active,444132.72,2071.19,2024-10-26,2025-10-26
COV004374,POL004474,COMP,Comprehensive,active,215934.34,2219.56,2023-12-19,2024-12-18
COV004375,POL004475,PD,Property Damage,active,340524.63,2596.79,2023-04-30,2024-04-29
COV004376,POL004476,PD,Property Damage,active,157859.02,3734.76,2025-02-12,2026-02-12
COV004377,POL004477,BI,Bodily Injury,active,497862.74,1379.24,2025-05-18,2026-05-18
COV004378,POL004478,BI,Bodily Injury,active,301315.0,781.36,2026-05-27,2027-05-27
COV004379,POL004479,PD,Property Damage,active,243663.83,1322.27,2025-02-25,2026-02-25
COV004380,POL004480,MED,Medical Payments,active,422190.78,4167.24,2024-03-14,2025-03-14
COV004381,POL004481,MED,Medical Payments,active,389745.86,1719.02,2025-02-11,2026-02-11
COV004382,POL004482,MED,Medical Payments,active,166770.39,3899.39,2026-04-17,2027-04-17
COV004383,POL004483,COMP,Comprehensive,active,351962.25,1037.72,2025-06-09,2026-06-09
COV004384,POL004484,COMP,Comprehensive,active,346008.46,3011.16,2025-03-19,2026-03-19
COV004385,POL004485,COMP,Comprehensive,active,130872.41,4688.47,2025-06-19,2026-06-19
COV004386,POL004486,COMP,Comprehensive,active,248856.41,4105.78,2024-03-13,2025-03-13
COV004387,POL004487,COMP,Comprehensive,active,318889.6,641.11,2025-09-02,2026-09-02
COV004388,POL004488,MED,Medical Payments,active,244245.0,1539.44,2024-12-28,2025-12-28
COV004389,POL004489,BI,Bodily Injury,active,186978.52,306.05,2024-05-28,2025-05-28
COV004390,POL004490,PD,Property Damage,active,99537.89,3082.73,2025-07-23,2026-07-23
COV004391,POL004491,BI,Bodily Injury,active,376633.84,3759.34,2024-02-13,2025-02-12
COV004392,POL004492,MED,Medical Payments,active,308862.63,4704.56,2025-08-20,2026-08-20
COV004393,POL004493,MED,Medical Payments,active,65537.14,2055.12,2023-07-17,2024-07-16
COV004394,POL004494,COMP,Comprehensive,active,192013.06,4189.12,2023-10-25,2024-10-24
COV004395,POL004495,MED,Medical Payments,active,313540.62,1722.8,2025-12-02,2026-12-02
COV004396,POL004496,BI,Bodily Injury,active,426753.03,2345.79,2023-04-05,2024-04-04
COV004397,POL004497,MED,Medical Payments,active,293022.37,4102.31,2025-11-19,2026-11-19
COV004398,POL004498,COLL,Collision,active,157382.78,3836.76,2023-10-03,2024-10-02
COV004399,POL004499,BI,Bodily Injury,active,53446.97,3719.25,2023-12-21,2024-12-20
COV004400,POL004500,COLL,Collision,active,470232.74,4829.59,2025-11-09,2026-11-09
COV004401,POL004501,BI,Bodily Injury,active,274423.72,312.78,2023-08-10,2024-08-09
COV004402,POL004502,PD,Property Damage,active,204019.58,2614.72,2026-08-17,2027-08-17
COV004403,POL004503,MED,Medical Payments,active,93436.07,1461.06,2025-12-12,2026-12-12
COV004404,POL004504,BI,Bodily Injury,active,373407.49,3111.74,2024-03-24,2025-03-24
COV004405,POL004505,PD,Property Damage,active,172344.86,3942.67,2023-08-02,2024-08-01
COV004406,POL004506,COLL,Collision,active,152795.37,3109.8,2024-10-11,2025-10-11
COV004407,POL004507,MED,Medical Payments,active,165427.33,1774.65,2025-08-01,2026-08-01
COV004408,POL004508,PD,Property Damage,active,264494.23,552.5,2025-07-21,2026-07-21
COV004409,POL004509,COMP,Comprehensive,active,61768.06,2179.06,2025-06-24,2026-06-24
COV004410,POL004510,COMP,Comprehensive,active,316743.16,1361.9,2023-10-24,2024-10-23
COV004411,POL004511,COLL,Collision,active,91346.94,3106.03,2025-06-17,2026-06-17
COV004412,POL004512,PD,Property Damage,active,41395.83,1231.33,2023-07-30,2024-07-29
COV004413,POL004513,BI,Bodily Injury,active,217303.9,1620.16,2023-06-21,2024-06-20
COV004414,POL004514,COLL,Collision,active,432323.95,3805.6,2023-03-08,2024-03-07
COV004415,POL004515,COLL,Collision,active,200844.68,3099.11,2024-11-25,2025-11-25
COV004416,POL004516,COLL,Collision,active,353181.77,1119.53,2023-05-19,2024-05-18
COV004417,POL004517,MED,Medical Payments,active,471461.34,1703.39,2025-07-29,2026-07-29
COV004418,POL004518,MED,Medical Payments,active,456422.13,2666.57,2025-05-05,2026-05-05
COV004419,POL004519,COMP,Comprehensive,active,242282.8,4822.98,2026-03-05,2027-03-05
COV004420,POL004520,COMP,Comprehensive,active,33236.46,4824.82,2023-03-07,2024-03-06
COV004421,POL004521,COMP,Comprehensive,active,248327.67,3080.34,2026-03-07,2027-03-07
COV004422,POL004522,MED,Medical Payments,active,248968.13,3628.56,2025-10-20,2026-10-20
COV004423,POL004523,MED,Medical Payments,active,492011.64,4130.23,2023-01-27,2024-01-27
COV004424,POL004524,BI,Bodily Injury,active,278113.49,3910.32,2025-11-04,2026-11-04
COV004425,POL004525,BI,Bodily Injury,active,320285.02,443.9,2025-02-14,2026-02-14
COV004426,POL004526,COMP,Comprehensive,active,262855.08,4246.66,2025-04-22,2026-04-22
COV004427,POL004527,COLL,Collision,active,369856.32,4617.08,2024-11-04,2025-11-04
COV004428,POL004528,MED,Medical Payments,active,464765.23,3586.67,2025-12-02,2026-12-02
COV004429,POL004529,MED,Medical Payments,active,302988.87,1177.03,2025-02-05,2026-02-05
COV004430,POL004530,MED,Medical Payments,active,49565.62,2844.38,2023-09-19,2024-09-18
COV004431,POL004531,PD,Property Damage,active,48965.84,2080.72,2023-07-12,2024-07-11
COV004432,POL004532,MED,Medical Payments,active,89985.96,4146.97,2025-10-27,2026-10-27
COV004433,POL004533,COMP,Comprehensive,active,144250.54,894.89,2025-08-02,2026-08-02
COV004434,POL004534,BI,Bodily Injury,active,92165.92,1572.86,2026-02-04,2027-02-04
COV004435,POL004535,PD,Property Damage,active,360405.92,692.27,2025-05-08,2026-05-08
COV004436,POL004536,PD,Property Damage,active,381533.51,2640.06,2025-08-11,2026-08-11
COV004437,POL004537,MED,Medical Payments,active,207982.95,3729.75,2023-10-08,2024-10-07
COV004438,POL004538,COMP,Comprehensive,active,143416.02,4053.07,2024-11-06,2025-11-06
COV004439,POL004539,COLL,Collision,active,290827.38,4177.7,2026-08-28,2027-08-28
COV004440,POL004540,COMP,Comprehensive,active,282289.34,411.77,2024-01-26,2025-01-25
COV004441,POL004541,BI,Bodily Injury,active,56646.9,4734.78,2026-06-15,2027-06-15
COV004442,POL004542,COMP,Comprehensive,active,91050.23,1079.37,2026-02-21,2027-02-21
COV004443,POL004543,COMP,Comprehensive,active,369715.09,3792.15,2026-04-16,2027-04-16
COV004444,POL004544,COMP,Comprehensive,active,170573.65,3557.66,2023-09-20,2024-09-19
COV004445,POL004545,BI,Bodily Injury,active,201451.92,3677.16,2023-03-22,2024-03-21
COV004446,POL004546,BI,Bodily Injury,active,480720.77,4165.77,2025-09-22,2026-09-22
COV004447,POL004547,COLL,Collision,active,86352.01,2671.03,2025-02-21,2026-02-21
COV004448,POL004548,BI,Bodily Injury,active,97558.96,788.14,2025-11-08,2026-11-08
COV004449,POL004549,BI,Bodily Injury,active,448521.89,1469.38,2023-12-05,2024-12-04
COV004450,POL004550,PD,Property Damage,active,478750.3,2672.03,2024-01-02,2025-01-01
COV004451,POL004551,MED,Medical Payments,active,456469.62,3519.79,2026-03-29,2027-03-29
COV004452,POL004552,COMP,Comprehensive,active,308854.01,2114.85,2023-09-04,2024-09-03
COV004453,POL004553,PD,Property Damage,active,330233.34,1738.23,2023-10-09,2024-10-08
COV004454,POL004554,MED,Medical Payments,active,104381.48,3507.21,2023-04-18,2024-04-17
COV004455,POL004555,BI,Bodily Injury,active,74924.78,2823.97,2023-10-18,2024-10-17
COV004456,POL004556,COMP,Comprehensive,active,184612.36,2124.93,2024-08-31,2025-08-31
COV004457,POL004557,COLL,Collision,active,91357.29,3940.81,2026-08-30,2027-08-30
COV004458,POL004558,PD,Property Damage,active,257566.89,857.59,2023-09-08,2024-09-07
COV004459,POL004559,COLL,Collision,active,472967.25,863.99,2025-09-21,2026-09-21
COV004460,POL004560,MED,Medical Payments,active,85385.62,2339.92,2023-07-30,2024-07-29
COV004461,POL004561,COLL,Collision,active,447038.29,4663.33,2025-06-09,2026-06-09
COV004462,POL004562,COMP,Comprehensive,active,46614.86,2392.44,2024-09-09,2025-09-09
COV004463,POL004563,MED,Medical Payments,active,436172.77,4542.79,2024-12-13,2025-12-13
COV004464,POL004564,BI,Bodily Injury,active,401503.12,302.63,2026-06-15,2027-06-15
COV004465,POL004565,MED,Medical Payments,active,342919.8,1539.59,2025-01-23,2026-01-23
COV004466,POL004566,MED,Medical Payments,active,420899.71,945.85,2023-09-16,2024-09-15
COV004467,POL004567,COMP,Comprehensive,active,43475.07,290.99,2025-08-08,2026-08-08
COV004468,POL004568,PD,Property Damage,active,198110.33,4486.64,2023-10-19,2024-10-18
COV004469,POL004569,BI,Bodily Injury,active,391186.33,3719.13,2023-02-14,2024-02-14
COV004470,POL004570,MED,Medical Payments,active,330578.51,4423.21,2023-12-05,2024-12-04
COV004471,POL004571,PD,Property Damage,active,156705.82,1752.18,2023-02-03,2024-02-03
COV004472,POL004572,COLL,Collision,active,476653.09,1598.01,2025-06-13,2026-06-13
COV004473,POL004573,COMP,Comprehensive,active,235239.2,3391.3,2023-10-07,2024-10-06
COV004474,POL004574,COLL,Collision,active,319916.99,2085.82,2024-07-03,2025-07-03
COV004475,POL004575,MED,Medical Payments,active,325566.57,645.61,2025-11-30,2026-11-30
COV004476,POL004576,BI,Bodily Injury,active,220009.57,3416.31,2026-08-29,2027-08-29
COV004477,POL004577,COLL,Collision,active,206431.67,3434.66,2026-06-29,2027-06-29
COV004478,POL004578,PD,Property Damage,active,112505.65,2294.09,2026-06-02,2027-06-02
COV004479,POL004579,BI,Bodily Injury,active,268633.94,894.33,2023-03-14,2024-03-13
COV004480,POL004580,COLL,Collision,active,264131.61,3296.93,2025-09-17,2026-09-17
COV004481,POL004581,COLL,Collision,active,206518.51,3565.61,2024-10-04,2025-10-04
COV004482,POL004582,PD,Property Damage,active,164062.72,2718.38,2026-01-19,2027-01-19
COV004483,POL004583,COMP,Comprehensive,active,265498.29,1763.78,2025-07-18,2026-07-18
COV004484,POL004584,COLL,Collision,active,229368.44,1115.69,2023-04-13,2024-04-12
COV004485,POL004585,COLL,Collision,active,130892.58,2338.67,2024-11-23,2025-11-23
COV004486,POL004586,COMP,Comprehensive,active,165781.88,2673.16,2024-11-28,2025-11-28
COV004487,POL004587,COMP,Comprehensive,active,181784.22,1672.75,2025-08-22,2026-08-22
COV004488,POL004588,COMP,Comprehensive,active,494157.55,3980.8,2024-05-29,2025-05-29
COV004489,POL004589,COLL,Collision,active,493772.3,1185.94,2026-02-27,2027-02-27
COV004490,POL004590,PD,Property Damage,active,82085.81,1509.96,2024-07-27,2025-07-27
COV004491,POL004591,BI,Bodily Injury,active,342990.04,3903.85,2025-12-13,2026-12-13
COV004492,POL004592,COLL,Collision,active,109634.52,1377.53,2026-04-10,2027-04-10
COV004493,POL004593,MED,Medical Payments,active,40348.59,1153.64,2024-04-29,2025-04-29
COV004494,POL004594,COLL,Collision,active,48508.74,1798.66,2023-11-15,2024-11-14
COV004495,POL004595,COMP,Comprehensive,active,157376.74,1052.66,2026-06-13,2027-06-13
COV004496,POL004596,COMP,Comprehensive,active,456706.8,693.7,2025-12-24,2026-12-24
COV004497,POL004597,PD,Property Damage,active,143756.87,990.28,2024-02-08,2025-02-07
COV004498,POL004598,BI,Bodily Injury,active,480198.15,3760.85,2024-11-19,2025-11-19
COV004499,POL004599,MED,Medical Payments,active,306488.45,1006.47,2025-10-29,2026-10-29
COV004500,POL004600,COLL,Collision,active,314539.12,322.72,2025-06-07,2026-06-07
COV004501,POL004601,COMP,Comprehensive,active,333210.34,2078.1,2026-07-12,2027-07-12
COV004502,POL004602,COLL,Collision,active,70878.34,3768.16,2024-01-31,2025-01-30
COV004503,POL004603,COLL,Collision,active,333451.91,2225.59,2023-01-27,2024-01-27
COV004504,POL004604,PD,Property Damage,active,170734.16,4497.87,2026-03-07,2027-03-07
COV004505,POL004605,COMP,Comprehensive,active,87860.66,2805.66,2025-06-26,2026-06-26
COV004506,POL004606,PD,Property Damage,active,314158.32,1743.97,2024-02-04,2025-02-03
COV004507,POL004607,MED,Medical Payments,active,28396.62,3558.17,2025-07-25,2026-07-25
COV004508,POL004608,BI,Bodily Injury,active,466618.94,371.93,2025-01-15,2026-01-15
COV004509,POL004609,PD,Property Damage,active,377412.66,1049.84,2023-01-28,2024-01-28
COV004510,POL004610,COLL,Collision,active,374692.3,2138.66,2023-08-23,2024-08-22
COV004511,POL004611,COMP,Comprehensive,active,200065.73,2956.08,2025-07-30,2026-07-30
COV004512,POL004612,COLL,Collision,active,178054.41,996.09,2026-08-09,2027-08-09
COV004513,POL004613,BI,Bodily Injury,active,251220.58,2578.4,2026-05-15,2027-05-15
COV004514,POL004614,MED,Medical Payments,active,423355.36,303.45,2024-01-16,2025-01-15
COV004515,POL004615,MED,Medical Payments,active,78431.38,509.87,2025-06-28,2026-06-28
COV004516,POL004616,MED,Medical Payments,active,482762.28,1257.21,2024-05-21,2025-05-21
COV004517,POL004617,BI,Bodily Injury,active,406964.24,509.07,2025-05-20,2026-05-20
COV004518,POL004618,COMP,Comprehensive,active,405782.05,833.5,2023-03-16,2024-03-15
COV004519,POL004619,COLL,Collision,active,341604.31,352.83,2025-01-12,2026-01-12
COV004520,POL004620,BI,Bodily Injury,active,168216.97,1133.43,2025-03-15,2026-03-15
COV004521,POL004621,MED,Medical Payments,active,51011.82,2470.0,2025-02-09,2026-02-09
COV004522,POL004622,PD,Property Damage,active,156029.05,727.35,2025-03-12,2026-03-12
COV004523,POL004623,COLL,Collision,active,243099.87,882.26,2023-12-13,2024-12-12
COV004524,POL004624,BI,Bodily Injury,active,87125.76,4092.93,2023-10-22,2024-10-21
COV004525,POL004625,MED,Medical Payments,active,284596.26,1858.02,2024-11-20,2025-11-20
COV004526,POL004626,PD,Property Damage,active,51818.69,2293.26,2023-04-01,2024-03-31
COV004527,POL004627,BI,Bodily Injury,active,435072.89,1544.0,2024-02-04,2025-02-03
COV004528,POL004628,MED,Medical Payments,active,326587.46,4190.24,2025-06-04,2026-06-04
COV004529,POL004629,BI,Bodily Injury,active,140771.07,4506.08,2023-11-17,2024-11-16
COV004530,POL004630,MED,Medical Payments,active,395950.62,1543.76,2024-06-07,2025-06-07
COV004531,POL004631,BI,Bodily Injury,active,350053.38,4551.42,2023-12-23,2024-12-22
COV004532,POL004632,MED,Medical Payments,active,422480.99,3894.75,2024-07-08,2025-07-08
COV004533,POL004633,PD,Property Damage,active,247180.64,1076.37,2026-07-27,2027-07-27
COV004534,POL004634,MED,Medical Payments,active,117036.88,4036.3,2026-02-24,2027-02-24
COV004535,POL004635,COLL,Collision,active,188546.04,4119.57,2024-03-28,2025-03-28
COV004536,POL004636,PD,Property Damage,active,230135.24,1191.02,2023-01-20,2024-01-20
COV004537,POL004637,BI,Bodily Injury,active,79135.76,3062.53,2024-11-03,2025-11-03
COV004538,POL004638,COLL,Collision,active,332634.0,4050.49,2026-03-10,2027-03-10
COV004539,POL004639,COMP,Comprehensive,active,452523.49,4553.7,2025-01-15,2026-01-15
COV004540,POL004640,BI,Bodily Injury,active,373858.74,2427.66,2026-04-19,2027-04-19
COV004541,POL004641,BI,Bodily Injury,active,475749.72,2883.11,2026-09-05,2027-09-05
COV004542,POL004642,COMP,Comprehensive,active,259572.05,1370.67,2023-07-20,2024-07-19
COV004543,POL004643,BI,Bodily Injury,active,380876.1,2307.02,2025-03-24,2026-03-24
COV004544,POL004644,COMP,Comprehensive,active,130804.36,4530.43,2023-06-30,2024-06-29
