premium_id,policy_id,policy_coverage_id,premium_period_start,premium_period_end,transaction_type,written_premium_amount,earned_premium_amount
PREM003926,POL004026,COV003926,2023-08-16,2024-08-15,cancellation,1883.68,1381.11
PREM003927,POL004027,COV003927,2025-01-06,2026-01-06,audit,1337.76,1159.48
PREM003928,POL004028,COV003928,2024-06-29,2025-06-29,reinstatement,1983.22,1206.11
PREM003929,POL004029,COV003929,2024-09-19,2025-09-19,audit,2141.9,1438.44
PREM003930,POL004030,COV003930,2024-09-06,2025-09-06,new_business,1746.0,1097.17
PREM003931,POL004031,COV003931,2024-04-20,2025-04-20,audit,2161.26,1669.08
PREM003932,POL004032,COV003932,2026-01-12,2027-01-12,audit,1545.19,1080.9
PREM003933,POL004033,COV003933,2024-01-23,2025-01-22,renewal,1722.95,1395.79
PREM003934,POL004034,COV003934,2025-05-26,2026-05-26,renewal,1356.89,852.36
PREM003935,POL004035,COV003935,2026-01-04,2027-01-04,audit,2467.11,1563.8
PREM003936,POL004036,COV003936,2025-05-29,2026-05-29,audit,260.8,131.75
PREM003937,POL004037,COV003937,2025-06-02,2026-06-02,renewal,930.16,918.16
PREM003938,POL004038,COV003938,2023-03-07,2024-03-06,renewal,669.57,546.46
PREM003939,POL004039,COV003939,2023-04-06,2024-04-05,renewal,248.23,160.48
PREM003940,POL004040,COV003940,2024-04-27,2025-04-27,reinstatement,2188.17,1420.04
PREM003941,POL004041,COV003941,2024-08-23,2025-08-23,reinstatement,902.0,579.96
PREM003942,POL004042,COV003942,2025-04-12,2026-04-12,endorsement,202.42,104.23
PREM003943,POL004043,COV003943,2023-01-11,2024-01-11,audit,1383.68,1343.46
PREM003944,POL004044,COV003944,2023-07-09,2024-07-08,renewal,2447.34,2301.57
PREM003945,POL004045,COV003945,2023-12-24,2024-12-23,reinstatement,739.15,592.32
PREM003946,POL004046,COV003946,2023-11-14,2024-11-13,new_business,2986.5,2654.88
PREM003947,POL004047,COV003947,2025-07-30,2026-07-30,reinstatement,426.93,247.67
PREM003948,POL004048,COV003948,2024-05-13,2025-05-13,reinstatement,954.64,779.37
PREM003949,POL004049,COV003949,2025-07-11,2026-07-11,audit,103.65,79.79
PREM003950,POL004050,COV003950,2026-08-10,2027-08-10,new_business,505.74,421.7
PREM003951,POL004051,COV003951,2024-06-13,2025-06-13,audit,1032.57,851.88
PREM003952,POL004052,COV003952,2024-03-25,2025-03-25,reinstatement,1115.83,927.6
PREM003953,POL004053,COV003953,2023-07-22,2024-07-21,audit,2355.22,2141.1
PREM003954,POL004054,COV003954,2026-08-28,2027-08-28,endorsement,1323.76,1261.69
PREM003955,POL004055,COV003955,2026-07-21,2027-07-21,renewal,2475.58,1972.16
PREM003956,POL004056,COV003956,2023-08-11,2024-08-10,cancellation,610.74,372.14
PREM003957,POL004057,COV003957,2025-10-26,2026-10-26,audit,2624.15,1517.76
PREM003958,POL004058,COV003958,2025-03-02,2026-03-02,reinstatement,1946.51,1478.83
PREM003959,POL004059,COV003959,2023-03-18,2024-03-17,endorsement,2306.8,1280.38
PREM003960,POL004060,COV003960,2025-07-22,2026-07-22,cancellation,1398.18,1222.61
PREM003961,POL004061,COV003961,2024-10-19,2025-10-19,cancellation,63.33,39.01
PREM003962,POL004062,COV003962,2026-01-01,2027-01-01,cancellation,1208.99,803.76
PREM003963,POL004063,COV003963,2023-04-26,2024-04-25,new_business,1766.91,1612.65
PREM003964,POL004064,COV003964,2023-07-06,2024-07-05,renewal,2129.75,1473.32
PREM003965,POL004065,COV003965,2023-07-21,2024-07-20,new_business,2399.42,2206.21
PREM003966,POL004066,COV003966,2023-04-27,2024-04-26,audit,1907.13,1421.59
PREM003967,POL004067,COV003967,2023-01-16,2024-01-16,reinstatement,2727.56,1693.85
PREM003968,POL004068,COV003968,2026-05-08,2027-05-08,cancellation,1567.18,1458.29
PREM003969,POL004069,COV003969,2025-08-04,2026-08-04,reinstatement,2644.98,1765.47
PREM003970,POL004070,COV003970,2024-08-20,2025-08-20,renewal,1901.07,1453.05
PREM003971,POL004071,COV003971,2026-06-08,2027-06-08,endorsement,2337.95,1849.25
PREM003972,POL004072,COV003972,2025-09-15,2026-09-15,audit,568.79,368.33
PREM003973,POL004073,COV003973,2023-08-12,2024-08-11,renewal,1980.75,1065.16
PREM003974,POL004074,COV003974,2023-12-23,2024-12-22,cancellation,2140.14,2102.01
PREM003975,POL004075,COV003975,2026-05-11,2027-05-11,renewal,349.47,223.0
PREM003976,POL004076,COV003976,2024-08-14,2025-08-14,reinstatement,1832.57,1297.73
PREM003977,POL004077,COV003977,2025-07-24,2026-07-24,renewal,1620.27,1314.89
PREM003978,POL004078,COV003978,2023-05-21,2024-05-20,endorsement,592.02,363.01
PREM003979,POL004079,COV003979,2025-01-06,2026-01-06,cancellation,2092.92,1843.9
PREM003980,POL004080,COV003980,2024-10-14,2025-10-14,renewal,990.35,597.92
PREM003981,POL004081,COV003981,2024-10-06,2025-10-06,reinstatement,2192.99,1174.03
PREM003982,POL004082,COV003982,2026-01-26,2027-01-26,new_business,2551.61,1505.11
PREM003983,POL004083,COV003983,2026-02-17,2027-02-17,endorsement,1135.52,1003.86
PREM003984,POL004084,COV003984,2024-09-03,2025-09-03,cancellation,1569.77,1313.69
PREM003985,POL004085,COV003985,2025-02-20,2026-02-20,endorsement,878.11,855.19
PREM003986,POL004086,COV003986,2026-03-21,2027-03-21,new_business,2097.26,1413.82
PREM003987,POL004087,COV003987,2025-12-19,2026-12-19,endorsement,1529.87,788.63
PREM003988,POL004088,COV003988,2024-11-11,2025-11-11,renewal,1122.81,1027.71
PREM003989,POL004089,COV003989,2025-03-07,2026-03-07,endorsement,1257.85,874.43
PREM003990,POL004090,COV003990,2025-10-25,2026-10-25,reinstatement,1239.99,730.56
PREM003991,POL004091,COV003991,2024-10-02,2025-10-02,audit,784.46,538.89
PREM003992,POL004092,COV003992,2023-03-03,2024-03-02,audit,1740.16,1406.52
PREM003993,POL004093,COV003993,2023-09-12,2024-09-11,endorsement,50.29,43.98
PREM003994,POL004094,COV003994,2024-05-07,2025-05-07,new_business,1117.42,925.2
PREM003995,POL004095,COV003995,2024-09-04,2025-09-04,cancellation,2926.36,2428.44
PREM003996,POL004096,COV003996,2026-03-14,2027-03-14,cancellation,2228.04,1686.19
PREM003997,POL004097,COV003997,2024-09-19,2025-09-19,renewal,722.76,582.89
PREM003998,POL004098,COV003998,2024-02-09,2025-02-08,cancellation,1463.09,850.16
PREM003999,POL004099,COV003999,2024-10-23,2025-10-23,new_business,1734.62,915.13
PREM004000,POL004100,COV004000,2025-01-04,2026-01-04,cancellation,2599.45,2510.01
PREM004001,POL004101,COV004001,2024-01-31,2025-01-30,reinstatement,2814.63,2379.67
PREM004002,POL004102,COV004002,2023-04-06,2024-04-05,renewal,1184.66,1118.46
PREM004003,POL004103,COV004003,2025-09-28,2026-09-28,reinstatement,267.93,207.9
PREM004004,POL004104,COV004004,2025-10-19,2026-10-19,audit,2668.44,1402.6
PREM004005,POL004105,COV004005,2025-04-05,2026-04-05,cancellation,1493.34,1477.94
PREM004006,POL004106,COV004006,2025-05-30,2026-05-30,new_business,294.05,148.5
PREM004007,POL004107,COV004007,2023-07-01,2024-06-30,audit,2717.23,2291.43
PREM004008,POL004108,COV004008,2023-05-16,2024-05-15,cancellation,2989.7,2885.04
PREM004009,POL004109,COV004009,2023-04-02,2024-04-01,reinstatement,1374.25,840.71
PREM004010,POL004110,COV004010,2024-04-16,2025-04-16,renewal,2877.18,1530.56
PREM004011,POL004111,COV004011,2024-05-17,2025-05-17,audit,1532.93,1181.1
PREM004012,POL004112,COV004012,2025-09-24,2026-09-24,cancellation,847.42,719.61
PREM004013,POL004113,COV004013,2024-04-20,2025-04-20,endorsement,1235.76,877.77
PREM004014,POL004114,COV004014,2023-02-06,2024-02-06,cancellation,1464.64,1054.06
PREM004015,POL004115,COV004015,2023-08-17,2024-08-16,reinstatement,2297.53,1768.38
PREM004016,POL004116,COV004016,2023-05-04,2024-05-03,renewal,1956.8,1955.39
PREM004017,POL004117,COV004017,2025-01-15,2026-01-15,new_business,2428.71,1433.19
PREM004018,POL004118,COV004018,2025-08-13,2026-08-13,new_business,528.82,370.38
PREM004019,POL004119,COV004019,2025-03-01,2026-03-01,endorsement,2719.12,2286.95
PREM004020,POL004120,COV004020,2025-09-04,2026-09-04,renewal,1368.63,1010.11
PREM004021,POL004121,COV004021,2025-10-23,2026-10-23,endorsement,2727.94,2252.69
PREM004022,POL004122,COV004022,2026-06-19,2027-06-19,endorsement,2634.73,2415.19
PREM004023,POL004123,COV004023,2026-04-28,2027-04-28,renewal,172.61,91.83
PREM004024,POL004124,COV004024,2024-11-24,2025-11-24,audit,2203.43,2190.41
PREM004025,POL004125,COV004025,2023-01-14,2024-01-14,reinstatement,2157.43,1532.45
PREM004026,POL004126,COV004026,2025-02-27,2026-02-27,cancellation,987.12,902.22
PREM004027,POL004127,COV004027,2026-01-24,2027-01-24,endorsement,2249.22,1336.37
PREM004028,POL004128,COV004028,2023-03-05,2024-03-04,renewal,2610.34,2515.14
PREM004029,POL004129,COV004029,2023-09-29,2024-09-28,new_business,2730.31,2341.3
PREM004030,POL004130,COV004030,2023-09-30,2024-09-29,endorsement,2828.55,2432.23
PREM004031,POL004131,COV004031,2024-08-28,2025-08-28,audit,2247.85,1257.81
PREM004032,POL004132,COV004032,2024-08-10,2025-08-10,cancellation,1769.35,1517.55
PREM004033,POL004133,COV004033,2024-06-03,2025-06-03,cancellation,2587.01,1811.73
PREM004034,POL004134,COV004034,2024-08-11,2025-08-11,audit,60.43,58.2
PREM004035,POL004135,COV004035,2023-06-26,2024-06-25,endorsement,176.45,105.62
PREM004036,POL004136,COV004036,2025-12-11,2026-12-11,renewal,2309.02,1624.87
PREM004037,POL004137,COV004037,2023-06-04,2024-06-03,audit,300.22,260.74
PREM004038,POL004138,COV004038,2025-07-13,2026-07-13,reinstatement,984.42,511.82
PREM004039,POL004139,COV004039,2023-01-07,2024-01-07,endorsement,1886.72,1473.89
PREM004040,POL004140,COV004040,2026-05-20,2027-05-20,new_business,2791.62,1736.74
PREM004041,POL004141,COV004041,2024-07-15,2025-07-15,endorsement,1283.47,1220.59
PREM004042,POL004142,COV004042,2024-08-21,2025-08-21,cancellation,2889.15,2016.11
PREM004043,POL004143,COV004043,2024-03-05,2025-03-05,reinstatement,183.09,92.41
PREM004044,POL004144,COV004044,2025-06-06,2026-06-06,cancellation,803.17,485.05
PREM004045,POL004145,COV004045,2025-02-01,2026-02-01,reinstatement,1373.5,1030.95
PREM004046,POL004146,COV004046,2026-04-12,2027-04-12,audit,2980.76,2499.92
PREM004047,POL004147,COV004047,2026-02-22,2027-02-22,endorsement,2195.87,2157.17
PREM004048,POL004148,COV004048,2023-10-31,2024-10-30,cancellation,2110.52,1250.85
PREM004049,POL004149,COV004049,2024-11-04,2025-11-04,new_business,2154.27,1111.05
PREM004050,POL004150,COV004050,2024-08-09,2025-08-09,new_business,2290.72,1230.31
PREM004051,POL004151,COV004051,2026-09-11,2027-09-11,endorsement,2257.27,1472.21
PREM004052,POL004152,COV004052,2024-07-23,2025-07-23,cancellation,1239.44,801.59
PREM004053,POL004153,COV004053,2023-06-11,2024-06-10,audit,638.55,321.01
PREM004054,POL004154,COV004054,2024-12-04,2025-12-04,new_business,663.56,606.2
PREM004055,POL004155,COV004055,2024-04-19,2025-04-19,cancellation,1896.29,1316.09
PREM004056,POL004156,COV004056,2024-06-21,2025-06-21,reinstatement,1736.76,1165.98
PREM004057,POL004157,COV004057,2025-01-30,2026-01-30,cancellation,657.94,581.3
PREM004058,POL004158,COV004058,2023-07-10,2024-07-09,cancellation,877.09,722.87
PREM004059,POL004159,COV004059,2023-06-06,2024-06-05,cancellation,2341.65,1674.43
PREM004060,POL004160,COV004060,2024-09-14,2025-09-14,audit,1989.53,1539.82
PREM004061,POL004161,COV004061,2023-09-15,2024-09-14,new_business,1086.58,891.24
PREM004062,POL004162,COV004062,2024-10-11,2025-10-11,renewal,2790.76,2258.82
PREM004063,POL004163,COV004063,2023-02-01,2024-02-01,cancellation,1455.48,1451.53
PREM004064,POL004164,COV004064,2024-04-05,2025-04-05,endorsement,2972.67,1587.07
PREM004065,POL004165,COV004065,2023-11-23,2024-11-22,cancellation,232.76,195.21
PREM004066,POL004166,COV004066,2026-06-10,2027-06-10,renewal,1475.62,1341.49
PREM004067,POL004167,COV004067,2026-03-25,2027-03-25,new_business,1108.89,1005.38
PREM004068,POL004168,COV004068,2023-02-15,2024-02-15,audit,1321.23,1017.82
PREM004069,POL004169,COV004069,2024-06-18,2025-06-18,cancellation,90.74,82.07
PREM004070,POL004170,COV004070,2024-10-18,2025-10-18,reinstatement,370.78,328.72
PREM004071,POL004171,COV004071,2025-05-31,2026-05-31,new_business,328.9,325.55
PREM004072,POL004172,COV004072,2026-02-01,2027-02-01,cancellation,1955.83,1337.67
PREM004073,POL004173,COV004073,2025-11-22,2026-11-22,audit,1314.2,1138.42
PREM004074,POL004174,COV004074,2024-08-13,2025-08-13,new_business,825.28,521.56
PREM004075,POL004175,COV004075,2026-04-13,2027-04-13,renewal,1767.8,1465.45
PREM004076,POL004176,COV004076,2023-06-14,2024-06-13,renewal,1914.42,1876.45
PREM004077,POL004177,COV004077,2024-07-10,2025-07-10,new_business,1018.96,718.71
PREM004078,POL004178,COV004078,2024-05-31,2025-05-31,cancellation,1852.43,1177.92
PREM004079,POL004179,COV004079,2026-09-11,2027-09-11,cancellation,84.45,45.69
PREM004080,POL004180,COV004080,2024-01-29,2025-01-28,renewal,341.41,335.73
PREM004081,POL004181,COV004081,2025-02-27,2026-02-27,renewal,2662.02,2434.24
PREM004082,POL004182,COV004082,2024-03-26,2025-03-26,renewal,125.32,99.14
PREM004083,POL004183,COV004083,2026-01-25,2027-01-25,endorsement,2169.53,2014.81
PREM004084,POL004184,COV004084,2024-07-08,2025-07-08,cancellation,1530.39,838.4
PREM004085,POL004185,COV004085,2026-01-02,2027-01-02,audit,959.02,496.7
PREM004086,POL004186,COV004086,2025-08-11,2026-08-11,endorsement,1724.13,1427.31
PREM004087,POL004187,COV004087,2024-01-12,2025-01-11,endorsement,671.38,545.48
PREM004088,POL004188,COV004088,2023-11-05,2024-11-04,renewal,1072.53,939.53
PREM004089,POL004189,COV004089,2023-01-12,2024-01-12,cancellation,2411.67,2332.73
PREM004090,POL004190,COV004090,2025-06-30,2026-06-30,new_business,65.36,60.64
PREM004091,POL004191,COV004091,2025-08-06,2026-08-06,reinstatement,869.73,477.33
PREM004092,POL004192,COV004092,2025-10-16,2026-10-16,renewal,2623.5,2134.84
PREM004093,POL004193,COV004093,2025-08-25,2026-08-25,reinstatement,2821.96,2764.21
PREM004094,POL004194,COV004094,2025-11-23,2026-11-23,endorsement,1057.55,592.33
PREM004095,POL004195,COV004095,2025-11-23,2026-11-23,renewal,1878.4,1560.02
PREM004096,POL004196,COV004096,2025-05-09,2026-05-09,endorsement,1961.59,1831.38
PREM004097,POL004197,COV004097,2023-05-24,2024-05-23,cancellation,1794.96,1129.42
PREM004098,POL004198,COV004098,2023-03-15,2024-03-14,cancellation,1568.87,874.11
PREM004099,POL004199,COV004099,2025-12-22,2026-12-22,endorsement,2738.79,1567.97
PREM004100,POL004200,COV004100,2026-02-26,2027-02-26,reinstatement,1742.32,1511.32
PREM004101,POL004201,COV004101,2025-09-02,2026-09-02,cancellation,1668.61,897.77
PREM004102,POL004202,COV004102,2024-09-06,2025-09-06,reinstatement,2868.82,1922.3
PREM004103,POL004203,COV004103,2026-06-25,2027-06-25,new_business,599.33,388.99
PREM004104,POL004204,COV004104,2026-08-30,2027-08-30,reinstatement,2304.02,1963.2
PREM004105,POL004205,COV004105,2024-06-23,2025-06-23,reinstatement,2615.23,2344.46
PREM004106,POL004206,COV004106,2025-11-18,2026-11-18,cancellation,272.14,199.41
PREM004107,POL004207,COV004107,2025-07-24,2026-07-24,renewal,1589.55,817.24
PREM004108,POL004208,COV004108,2024-11-07,2025-11-07,new_business,413.16,243.04
PREM004109,POL004209,COV004109,2026-07-28,2027-07-28,renewal,2648.8,1609.44
PREM004110,POL004210,COV004110,2026-02-09,2027-02-09,cancellation,2672.63,1905.06
PREM004111,POL004211,COV004111,2024-09-04,2025-09-04,audit,186.44,140.73
PREM004112,POL004212,COV004112,2023-12-17,2024-12-16,reinstatement,2974.64,2422.72
PREM004113,POL004213,COV004113,2023-01-18,2024-01-18,renewal,2601.59,1428.51
PREM004114,POL004214,COV004114,2025-09-21,2026-09-21,reinstatement,2870.78,1442.91
PREM004115,POL004215,COV004115,2023-04-20,2024-04-19,endorsement,1211.52,609.37
PREM004116,POL004216,COV004116,2024-07-06,2025-07-06,reinstatement,964.69,929.99
PREM004117,POL004217,COV004117,2023-11-18,2024-11-17,cancellation,1555.9,1454.03
PREM004118,POL004218,COV004118,2023-08-04,2024-08-03,reinstatement,413.44,306.37
PREM004119,POL004219,COV004119,2023-07-27,2024-07-26,new_business,1636.2,879.63
PREM004120,POL004220,COV004120,2024-01-06,2025-01-05,cancellation,596.4,546.67
PREM004121,POL004221,COV004121,2023-11-17,2024-11-16,audit,1902.14,1127.68
PREM004122,POL004222,COV004122,2026-04-26,2027-04-26,renewal,2783.11,1958.8
PREM004123,POL004223,COV004123,2024-08-31,2025-08-31,endorsement,1184.49,604.26
PREM004124,POL004224,COV004124,2024-08-07,2025-08-07,new_business,2059.94,1182.64
PREM004125,POL004225,COV004125,2024-07-21,2025-07-21,renewal,2032.38,1315.33
PREM004126,POL004226,COV004126,2024-03-03,2025-03-03,renewal,2469.22,1612.06
PREM004127,POL004227,COV004127,2024-09-24,2025-09-24,new_business,2479.79,1773.12
PREM004128,POL004228,COV004128,2024-12-25,2025-12-25,renewal,677.54,354.84
PREM004129,POL004229,COV004129,2023-10-31,2024-10-30,audit,664.36,444.56
PREM004130,POL004230,COV004130,2023-02-20,2024-02-20,renewal,733.73,555.0
PREM004131,POL004231,COV004131,2025-02-18,2026-02-18,cancellation,2593.26,2033.11
PREM004132,POL004232,COV004132,2024-01-28,2025-01-27,endorsement,612.37,565.96
PREM004133,POL004233,COV004133,2023-08-23,2024-08-22,audit,2294.69,1716.86
PREM004134,POL004234,COV004134,2023-04-27,2024-04-26,audit,2983.92,2911.34
PREM004135,POL004235,COV004135,2023-09-19,2024-09-18,endorsement,799.51,654.54
PREM004136,POL004236,COV004136,2024-08-18,2025-08-18,audit,1215.2,1184.81
PREM004137,POL004237,COV004137,2026-03-16,2027-03-16,cancellation,2686.28,1957.51
PREM004138,POL004238,COV004138,2024-07-29,2025-07-29,cancellation,679.37,476.5
PREM004139,POL004239,COV004139,2024-03-22,2025-03-22,renewal,1290.26,704.91
PREM004140,POL004240,COV004140,2023-10-13,2024-10-12,cancellation,332.64,180.22
PREM004141,POL004241,COV004141,2024-12-31,2025-12-31,renewal,104.67,98.7
PREM004142,POL004242,COV004142,2025-04-08,2026-04-08,audit,1708.83,1487.88
PREM004143,POL004243,COV004143,2025-03-23,2026-03-23,new_business,1073.38,558.73
PREM004144,POL004244,COV004144,2025-11-11,2026-11-11,new_business,2370.27,1296.72
PREM004145,POL004245,COV004145,2023-10-18,2024-10-17,new_business,2224.38,1614.19
PREM004146,POL004246,COV004146,2024-02-13,2025-02-12,cancellation,345.27,313.41
PREM004147,POL004247,COV004147,2023-09-30,2024-09-29,new_business,2339.7,2286.39
PREM004148,POL004248,COV004148,2025-11-18,2026-11-18,audit,1678.01,1009.53
PREM004149,POL004249,COV004149,2023-07-25,2024-07-24,cancellation,1992.08,1805.2
PREM004150,POL004250,COV004150,2024-08-22,2025-08-22,cancellation,196.19,133.87
PREM004151,POL004251,COV004151,2025-09-12,2026-09-12,endorsement,622.58,511.3
PREM004152,POL004252,COV004152,2023-03-16,2024-03-15,new_business,1998.03,1860.42
PREM004153,POL004253,COV004153,2026-01-16,2027-01-16,new_business,2290.14,1190.86
PREM004154,POL004254,COV004154,2026-09-09,2027-09-09,reinstatement,1535.28,1036.91
PREM004155,POL004255,COV004155,2023-08-18,2024-08-17,cancellation,1373.34,1145.0
PREM004156,POL004256,COV004156,2026-05-29,2027-05-29,reinstatement,2767.48,2059.47
PREM004157,POL004257,COV004157,2026-02-22,2027-02-22,endorsement,1529.66,1382.03
PREM004158,POL004258,COV004158,2023-10-24,2024-10-23,audit,2198.02,1901.72
PREM004159,POL004259,COV004159,2026-06-11,2027-06-11,endorsement,883.7,855.09
PREM004160,POL004260,COV004160,2023-05-24,2024-05-23,audit,221.93,176.49
PREM004161,POL004261,COV004161,2024-03-19,2025-03-19,cancellation,1242.36,804.08
PREM004162,POL004262,COV004162,2025-08-21,2026-08-21,endorsement,2551.85,2165.2
PREM004163,POL004263,COV004163,2023-11-06,2024-11-05,reinstatement,1804.98,1081.79
PREM004164,POL004264,COV004164,2024-07-01,2025-07-01,cancellation,2011.16,1934.72
PREM004165,POL004265,COV004165,2026-09-02,2027-09-02,cancellation,232.97,202.16
PREM004166,POL004266,COV004166,2023-07-23,2024-07-22,renewal,2455.34,1782.26
PREM004167,POL004267,COV004167,2023-12-31,2024-12-30,new_business,2698.66,2326.47
PREM004168,POL004268,COV004168,2023-09-08,2024-09-07,reinstatement,2720.18,1455.02
PREM004169,POL004269,COV004169,2024-02-23,2025-02-22,new_business,634.69,439.67
PREM004170,POL004270,COV004170,2023-08-08,2024-08-07,renewal,2471.38,1972.06
PREM004171,POL004271,COV004171,2024-01-14,2025-01-13,audit,2409.93,1739.09
PREM004172,POL004272,COV004172,2025-03-06,2026-03-06,cancellation,1008.03,670.87
PREM004173,POL004273,COV004173,2023-06-10,2024-06-09,cancellation,157.72,134.56
PREM004174,POL004274,COV004174,2025-02-25,2026-02-25,reinstatement,2282.05,2208.46
PREM004175,POL004275,COV004175,2023-01-20,2024-01-20,renewal,776.23,498.08
PREM004176,POL004276,COV004176,2025-07-14,2026-07-14,reinstatement,994.61,708.62
PREM004177,POL004277,COV004177,2024-08-29,2025-08-29,renewal,2184.54,2145.73
PREM004178,POL004278,COV004178,2024-03-08,2025-03-08,renewal,2326.75,1617.88
PREM004179,POL004279,COV004179,2024-12-18,2025-12-18,new_business,1722.54,1363.68
PREM004180,POL004280,COV004180,2025-03-02,2026-03-02,cancellation,2442.63,1799.15
PREM004181,POL004281,COV004181,2024-05-03,2025-05-03,reinstatement,1383.72,1188.39
PREM004182,POL004282,COV004182,2024-02-11,2025-02-10,cancellation,2292.07,2101.96
PREM004183,POL004283,COV004183,2024-11-23,2025-11-23,new_business,1130.1,956.78
PREM004184,POL004284,COV004184,2023-09-18,2024-09-17,new_business,2760.3,2483.73
PREM004185,POL004285,COV004185,2025-04-07,2026-04-07,cancellation,291.85,252.44
PREM004186,POL004286,COV004186,2025-04-08,2026-04-08,cancellation,2395.18,1770.25
PREM004187,POL004287,COV004187,2025-07-28,2026-07-28,renewal,886.44,690.64
PREM004188,POL004288,COV004188,2024-08-11,2025-08-11,cancellation,1216.12,1009.72
PREM004189,POL004289,COV004189,2024-04-10,2025-04-10,audit,2141.11,1609.0
PREM004190,POL004290,COV004190,2023-11-02,2024-11-01,cancellation,1746.15,1301.37
PREM004191,POL004291,COV004191,2025-05-03,2026-05-03,cancellation,2073.05,1229.09
PREM004192,POL004292,COV004192,2026-09-09,2027-09-09,new_business,2662.68,1949.84
PREM004193,POL004293,COV004193,2026-01-16,2027-01-16,audit,929.41,737.69
PREM004194,POL004294,COV004194,2026-06-19,2027-06-19,audit,1688.27,928.88
PREM004195,POL004295,COV004195,2024-04-19,2025-04-19,renewal,325.48,313.0
PREM004196,POL004296,COV004196,2026-04-27,2027-04-27,renewal,1597.26,978.41
PREM004197,POL004297,COV004197,2023-10-24,2024-10-23,new_business,969.08,839.0
PREM004198,POL004298,COV004198,2023-08-13,2024-08-12,cancellation,900.1,693.73
PREM004199,POL004299,COV004199,2025-08-22,2026-08-22,cancellation,2692.88,1467.72
PREM004200,POL004300,COV004200,2023-01-31,2024-01-31,cancellation,68.17,48.72
PREM004201,POL004301,COV004201,2025-02-28,2026-02-28,endorsement,269.25,184.09
PREM004202,POL004302,COV004202,2025-11-23,2026-11-23,new_business,1222.65,770.67
PREM004203,POL004303,COV004203,2024-08-05,2025-08-05,endorsement,1354.14,1231.51
PREM004204,POL004304,COV004204,2024-12-12,2025-12-12,cancellation,1067.32,561.64
PREM004205,POL004305,COV004205,2024-04-10,2025-04-10,cancellation,444.15,364.01
PREM004206,POL004306,COV004206,2023-07-17,2024-07-16,renewal,951.98,476.69
PREM004207,POL004307,COV004207,2023-08-27,2024-08-26,cancellation,1713.87,1561.06
PREM004208,POL004308,COV004208,2024-02-12,2025-02-11,endorsement,287.84,244.2
PREM004209,POL004309,COV004209,2026-01-23,2027-01-23,endorsement,516.49,285.72
PREM004210,POL004310,COV004210,2023-12-16,2024-12-15,renewal,1984.56,1161.71
PREM004211,POL004311,COV004211,2024-06-25,2025-06-25,reinstatement,2380.75,1331.22
PREM004212,POL004312,COV004212,2026-03-03,2027-03-03,renewal,2037.72,1912.42
PREM004213,POL004313,COV004213,2026-07-31,2027-07-31,new_business,381.15,355.05
PREM004214,POL004314,COV004214,2024-04-14,2025-04-14,audit,1074.73,778.68
PREM004215,POL004315,COV004215,2025-08-19,2026-08-19,reinstatement,1527.09,876.95
PREM004216,POL004316,COV004216,2023-09-10,2024-09-09,renewal,1112.34,753.99
PREM004217,POL004317,COV004217,2024-01-15,2025-01-14,reinstatement,1403.57,799.51
PREM004218,POL004318,COV004218,2025-11-19,2026-11-19,reinstatement,284.2,226.3
PREM004219,POL004319,COV004219,2024-11-08,2025-11-08,new_business,708.08,570.25
PREM004220,POL004320,COV004220,2024-06-25,2025-06-25,cancellation,2423.19,1830.04
PREM004221,POL004321,COV004221,2025-01-13,2026-01-13,audit,1990.96,1356.64
PREM004222,POL004322,COV004222,2023-11-17,2024-11-16,renewal,578.24,442.07
PREM004223,POL004323,COV004223,2024-01-08,2025-01-07,cancellation,790.04,403.35
PREM004224,POL004324,COV004224,2024-10-05,2025-10-05,cancellation,759.56,598.61
PREM004225,POL004325,COV004225,2025-10-25,2026-10-25,endorsement,605.94,500.97
PREM004226,POL004326,COV004226,2026-05-14,2027-05-14,endorsement,2197.99,1262.26
PREM004227,POL004327,COV004227,2024-04-27,2025-04-27,endorsement,269.13,212.7
PREM004228,POL004328,COV004228,2023-01-08,2024-01-08,new_business,1622.39,1186.98
PREM004229,POL004329,COV004229,2025-09-03,2026-09-03,endorsement,2442.13,1850.72
PREM004230,POL004330,COV004230,2025-03-15,2026-03-15,audit,2214.38,1650.13
PREM004231,POL004331,COV004231,2026-07-25,2027-07-25,reinstatement,1530.23,1076.2
PREM004232,POL004332,COV004232,2024-02-25,2025-02-24,cancellation,679.99,617.93
PREM004233,POL004333,COV004233,2025-03-16,2026-03-16,audit,1196.28,652.15
PREM004234,POL004334,COV004234,2026-07-06,2027-07-06,reinstatement,1477.85,929.99
PREM004235,POL004335,COV004235,2024-06-12,2025-06-12,audit,293.73,203.6
PREM004236,POL004336,COV004236,2026-02-03,2027-02-03,new_business,444.16,395.81
PREM004237,POL004337,COV004237,2026-08-01,2027-08-01,new_business,637.79,447.24
PREM004238,POL004338,COV004238,2023-04-29,2024-04-28,cancellation,158.76,106.42
PREM004239,POL004339,COV004239,2026-02-14,2027-02-14,audit,2735.77,2670.91
PREM004240,POL004340,COV004240,2025-09-03,2026-09-03,renewal,831.26,561.55
PREM004241,POL004341,COV004241,2024-11-24,2025-11-24,audit,1936.29,1451.32
PREM004242,POL004342,COV004242,2026-09-15,2027-09-15,renewal,2274.84,1178.52
PREM004243,POL004343,COV004243,2026-08-03,2027-08-03,endorsement,1334.17,985.11
